Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
7/19/21,6011,29,Colusa County,CA,41,8831,8824,49.7,8518,54.2,2271,70.7,97.3,10405,48.3,10386,58.5,9979,63.5,2658,82.7,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6097,29,Sonoma County,CA,60.6,299623,298843,69,282195,70.8,82575,80.7,97.3,338444,68.5,337313,77.8,317662,79.6,93628,91.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6115,29,Yuba County,CA,33,25983,25939,40.6,24814,43.5,6820,66.4,97.3,31737,40.3,31668,49.6,30219,52.9,8153,79.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6077,29,San Joaquin County,CA,38.4,293037,292540,46.5,277911,49.8,74572,74.7,97.3,412857,54.2,411700,65.5,386995,69.4,99002,99.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
7/19/21,6111,29,Ventura County,CA,54.5,461108,460106,63.6,432268,66,109434,80.1,97.3,525619,62.1,524028,72.5,490807,74.9,126536,92.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6095,29,Solano County,CA,48.2,215579,215057,56.3,202967,58.1,53684,73.4,97.3,266448,59.5,265492,69.5,249849,71.6,64986,88.8,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6017,29,El Dorado County,CA,48.9,94350,94165,55.6,89396,57.8,31534,74.5,97.3,104400,54.1,104131,61.5,98606,63.7,34823,82.3,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
7/19/21,6071,29,San Bernardino County,CA,39.2,855366,853814,47.3,806357,50.1,184463,70.8,97.3,992831,45.5,990248,54.9,931182,57.8,213415,81.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6107,29,Tulare County,CA,34.7,161563,161290,43.3,153176,47.3,37874,69.8,97.3,189501,40.6,188991,50.7,178342,55,42776,78.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6105,29,Trinity County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/19/21,6045,29,Mendocino County,CA,50.8,44088,43972,58.9,41896,61.2,14982,74.8,97.3,50173,57.8,50015,67,47613,69.6,16789,83.8,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6109,29,Tuolumne County,CA,42.6,23199,23176,47.8,22738,50.2,11111,75.5,97.3,28574,52.5,28520,58.8,27898,61.6,13030,88.6,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6027,29,Inyo County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/19/21,6013,29,Contra Costa County,CA,62.8,723852,721538,73,669604,74.8,163338,87,97.3,778710,67.5,775479,78.5,718416,80.3,177453,94.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6091,29,Sierra County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,,,,
7/19/21,6015,29,Del Norte County,CA,29.2,8110,8096,33.7,7861,35.7,3097,60.5,97.3,9307,33.5,9290,38.7,8969,40.8,3536,69,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
7/19/21,6035,29,Lassen County,CA,26.5,8105,8103,30,7973,31.5,3176,67,97.3,8925,29.2,8920,33,8744,34.6,3473,73.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6043,29,Mariposa County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/19/21,6033,29,Lake County,CA,42.9,27642,27616,50,26920,53,10433,70.3,97.3,31298,48.6,31254,56.6,30329,59.8,11594,78.1,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6081,29,San Mateo County,CA,66.5,509608,507801,76.4,472289,77.2,105043,82.8,97.3,571395,74.5,568825,85.6,528536,86.4,118348,93.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6083,29,Santa Barbara County,CA,53.1,237186,236660,62.3,223732,64.3,54702,78,97.3,271883,60.9,271101,71.3,255915,73.6,65026,92.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6079,29,San Luis Obispo County,CA,46,130371,130160,51.9,124443,53.3,40800,69.1,97.3,151207,53.4,150803,60.1,143480,61.4,47112,79.8,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
7/19/21,6037,29,Los Angeles County,CA,52.4,5261121,5249613,60.9,4951796,62.7,1030956,72.9,97.3,6063322,60.4,6045454,70.1,5685551,72,1198234,84.8,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6113,29,Yolo County,CA,53.5,117921,117544,61.6,110020,63,24301,85.2,97.3,133151,60.4,132617,69.6,124000,71,27655,97,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6047,29,Merced County,CA,30.6,85056,84908,37.8,81283,41.4,20464,64.7,97.3,116753,42,116432,51.9,109806,55.9,26776,84.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6051,29,Mono County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,,,,
7/19/21,6031,29,Kings County,CA,29.2,44614,44534,35.7,42209,37.8,10204,63.7,97.3,55026,36,54902,44,52021,46.6,12019,75,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
7/19/21,6099,29,Stanislaus County,CA,34.9,192281,191959,42.4,182882,45.5,48324,65.4,97.3,296249,53.8,295540,65.2,280340,69.7,75738,99.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6103,29,Tehama County,CA,28.2,18352,18335,33.3,17783,35.8,6910,54.1,97.3,21258,32.7,21232,38.6,20566,41.4,7867,61.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
7/19/21,6003,29,Alpine County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/19/21,6023,29,Humboldt County,CA,49.9,67696,67539,56.9,64316,58.5,19311,76.7,97.3,75836,55.9,75602,63.7,71748,65.3,21808,86.6,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6007,29,Butte County,CA,39.5,86671,86569,45.6,83274,47.6,27510,68.4,97.3,98206,44.8,98026,51.6,94418,54,31890,79.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6053,29,Monterey County,CA,50.6,219848,219363,61.1,205623,64,45352,74.7,97.3,258201,59.5,257413,71.7,240653,74.9,53377,87.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6001,29,Alameda County,CA,63.6,1063586,1059890,73.4,989883,74.4,200101,83.8,97.3,1188039,71.1,1182682,81.9,1102690,82.8,223377,93.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,UNK,29,Unknown County,CA,0,581796,581288,0,567804,0,126104,0,97.3,864860,0,862539,0,822788,0,173918,0,,,,,
7/19/21,6063,29,Plumas County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
7/19/21,6073,29,San Diego County,CA,42.8,1428212,1424659,49.9,1339726,51.1,288537,59.6,97.3,2934614,87.9,2926748,99.9,2764971,99.9,684733,99.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6059,29,Orange County,CA,54.6,1732429,1728721,63.4,1627062,65.4,384297,79.1,97.3,1961157,61.8,1955037,71.7,1833509,73.8,435762,89.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6101,29,Sutter County,CA,40.6,39405,39348,48.8,37633,52.3,10988,72.8,97.3,46376,47.8,46289,57.4,44029,61.2,12988,86,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6085,29,Santa Clara County,CA,67.9,1308362,1303678,78.8,1207098,79.8,226048,84.3,97.3,1444592,74.9,1438185,86.9,1334679,88.3,256106,95.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6019,29,Fresno County,CA,41.8,417400,416664,51.4,393967,54.9,97751,77.9,97.3,491343,49.2,490069,60.5,462147,64.4,116591,92.9,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6029,29,Kern County,CA,34.4,310026,309523,42.5,292047,45.6,69408,68.6,97.3,365398,40.6,364458,50.1,342241,53.4,80644,79.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/19/21,6039,29,Madera County,CA,36.7,57739,57661,44.8,54703,47.9,16177,71.7,97.3,69098,43.9,68964,53.6,65137,57,19656,87.1,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
7/19/21,6041,29,Marin County,CA,72.6,188000,187161,82.3,172092,82.9,50928,85.7,97.3,206143,79.6,205033,90.1,188610,90.9,55569,93.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6049,29,Modoc County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
7/19/21,6061,29,Placer County,CA,50.7,202033,201578,58.9,189828,61.2,62885,79.2,97.3,224116,56.3,223459,65.2,210144,67.7,70666,89,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
7/19/21,6089,29,Shasta County,CA,34.8,62742,62675,40.6,60738,43,24453,64.2,97.3,75843,42.1,75741,49.1,73338,51.9,30190,79.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6067,29,Sacramento County,CA,48.4,751654,749912,57.2,706498,59.4,176920,78.7,97.3,852023,54.9,849260,64.7,796553,67,198059,88.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6075,29,San Francisco County,CA,68.3,602369,600866,75.3,574263,75.2,110721,78.1,97.3,676644,76.8,674498,84.5,644612,84.4,126425,89.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/19/21,6055,29,Napa County,CA,60.7,83628,83391,69.3,78163,71.1,22288,82.1,97.3,95987,69.7,95623,79.4,89357,81.3,24951,91.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6005,29,Amador County,CA,38.7,15398,15381,42.9,15028,44.5,7208,65.9,97.3,22135,55.7,22103,61.7,21473,63.6,10071,92,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6065,29,Riverside County,CA,41,1012224,1010502,48.7,955188,51.5,263332,72,97.3,1170826,47.4,1167991,56.3,1098578,59.2,306266,83.7,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6093,29,Siskiyou County,CA,41,17872,17863,47.2,17383,49.9,7917,69.6,97.3,20331,46.7,20307,53.7,19745,56.7,8914,78.3,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6069,29,San Benito County,CA,45.4,28515,28444,54.2,26390,56.4,5711,69.2,97.3,32987,52.5,32886,62.7,30496,65.1,6634,80.4,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/19/21,6009,29,Calaveras County,CA,38.6,17700,17679,43.2,17283,45.4,8352,64.9,97.3,24492,53.4,24454,59.8,23820,62.6,10669,82.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
7/19/21,6087,29,Santa Cruz County,CA,60.1,164179,163648,68.3,152835,69.1,36805,77.9,97.3,190893,69.9,190111,79.4,177661,80.3,45991,97.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/19/21,6021,29,Glenn County,CA,38.4,10905,10897,46.5,10437,50.1,3442,76.9,97.3,12406,43.7,12381,52.9,11830,56.8,3894,87,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/19/21,6057,29,Nevada County,CA,48.2,48090,47983,54,45871,55.4,18175,64.2,97.3,55528,55.7,55374,62.3,52957,63.9,21576,76.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
7/19/21,6025,29,Imperial County,CA,55,99621,99310,67.9,91011,70.2,18054,74.8,97.3,123723,68.3,123173,84.2,111813,86.3,21742,90.1,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6115,29,Yuba County,CA,32.9,25912,25868,40.5,24751,43.4,6815,66.4,97.3,31652,40.2,31583,49.5,30152,52.8,8146,79.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6087,29,Santa Cruz County,CA,60,163988,163458,68.3,152671,69,36786,77.9,97.3,190744,69.8,189962,79.3,177536,80.2,45979,97.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6077,29,San Joaquin County,CA,38.4,292530,292033,46.5,277487,49.8,74540,74.7,97.3,412247,54.1,411090,65.4,386521,69.3,98979,99.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
7/18/21,6021,29,Glenn County,CA,38.3,10887,10879,46.5,10420,50,3437,76.8,97.3,12387,43.6,12362,52.8,11814,56.7,3892,87,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6107,29,Tulare County,CA,34.6,161155,160882,43.2,152844,47.2,37846,69.7,97.3,189089,40.6,188579,50.6,178019,54.9,42744,78.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6109,29,Tuolumne County,CA,42.6,23187,23164,47.8,22729,50.1,11110,75.5,97.3,28552,52.4,28498,58.8,27880,61.5,13026,88.6,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6081,29,San Mateo County,CA,66.4,508972,507165,76.3,471779,77.2,104986,82.7,97.3,570836,74.5,568266,85.5,528106,86.4,118292,93.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6033,29,Lake County,CA,42.8,27560,27534,49.9,26848,52.9,10424,70.2,97.3,31221,48.5,31177,56.5,30268,59.6,11587,78,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6007,29,Butte County,CA,39.5,86498,86396,45.5,83128,47.6,27495,68.3,97.3,98063,44.7,97883,51.6,94295,53.9,31871,79.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6093,29,Siskiyou County,CA,41,17851,17842,47.2,17366,49.9,7915,69.6,97.3,20309,46.6,20285,53.7,19726,56.7,8911,78.3,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/18/21,6063,29,Plumas County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
7/18/21,6057,29,Nevada County,CA,48.2,48042,47935,53.9,45833,55.3,18171,64.2,97.3,55478,55.6,55324,62.2,52915,63.9,21571,76.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
7/18/21,6061,29,Placer County,CA,50.6,201712,201257,58.8,189560,61.1,62853,79.2,97.3,223899,56.2,223242,65.2,209961,67.6,70653,89,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
7/18/21,6003,29,Alpine County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/18/21,6049,29,Modoc County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
7/18/21,6017,29,El Dorado County,CA,48.9,94232,94047,55.6,89308,57.7,31527,74.5,97.3,104287,54.1,104018,61.5,98508,63.7,34811,82.3,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
7/18/21,6083,29,Santa Barbara County,CA,53.1,236913,236387,62.2,223523,64.2,54684,78,97.3,271606,60.8,270824,71.2,255699,73.5,65010,92.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6103,29,Tehama County,CA,28.1,18315,18298,33.3,17751,35.8,6904,54,97.3,21220,32.6,21194,38.5,20533,41.4,7863,61.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
7/18/21,6065,29,Riverside County,CA,40.9,1009710,1007988,48.6,953143,51.3,263195,71.9,97.3,1167805,47.3,1164970,56.2,1096265,59.1,306063,83.6,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6009,29,Calaveras County,CA,38.5,17685,17664,43.2,17268,45.4,8349,64.9,97.3,24470,53.3,24432,59.7,23800,62.5,10664,82.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
7/18/21,UNK,29,Unknown County,CA,0,581362,580854,0,567429,0,126073,0,97.3,864258,0,861937,0,822273,0,173842,0,,,,,
7/18/21,6051,29,Mono County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,,,,
7/18/21,6027,29,Inyo County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/18/21,6005,29,Amador County,CA,38.7,15369,15352,42.9,15008,44.5,7203,65.8,97.3,22114,55.6,22082,61.6,21454,63.6,10066,92,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/18/21,6075,29,San Francisco County,CA,68.3,601847,600344,75.2,573860,75.2,110685,78.1,97.3,676197,76.7,674052,84.5,644242,84.4,126392,89.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6037,29,Los Angeles County,CA,52.3,5250974,5239468,60.8,4943647,62.6,1030327,72.9,97.3,6052144,60.3,6034278,70,5676706,71.9,1197580,84.7,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6039,29,Madera County,CA,36.6,57637,57559,44.8,54623,47.8,16169,71.6,97.3,68994,43.9,68860,53.5,65061,57,19647,87,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
7/18/21,6071,29,San Bernardino County,CA,39.1,853030,851478,47.2,804407,49.9,184303,70.7,97.3,990084,45.4,987501,54.7,929007,57.7,213261,81.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
7/18/21,6067,29,Sacramento County,CA,48.3,750067,748325,57,705177,59.3,176816,78.6,97.3,850413,54.8,847655,64.6,795266,66.9,197949,88,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6055,29,Napa County,CA,60.7,83544,83307,69.2,78098,71,22278,82,97.3,95923,69.6,95559,79.4,89307,81.2,24943,91.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6013,29,Contra Costa County,CA,62.7,723198,720884,72.9,669092,74.8,163303,87,97.3,778013,67.4,774782,78.4,717875,80.2,177422,94.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6059,29,Orange County,CA,54.5,1729626,1725918,63.3,1624851,65.4,384125,79.1,97.3,1958320,61.7,1952200,71.6,1831274,73.7,435592,89.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6073,29,San Diego County,CA,42.7,1424379,1420826,49.7,1336646,50.9,288323,59.5,97.3,2929885,87.8,2922019,99.9,2761317,99.9,684461,99.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/18/21,6099,29,Stanislaus County,CA,34.9,192054,191732,42.3,182699,45.4,48312,65.4,97.3,295869,53.7,295160,65.2,280036,69.6,75716,99.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6025,29,Imperial County,CA,54.9,99404,99093,67.8,90820,70.1,18043,74.8,97.3,123548,68.2,122998,84.1,111682,86.2,21736,90.1,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6095,29,Solano County,CA,48.1,215265,214743,56.2,202696,58,53666,73.4,97.3,266212,59.5,265258,69.4,249654,71.5,64965,88.8,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6085,29,Santa Clara County,CA,67.8,1306610,1301927,78.7,1205769,79.7,225945,84.2,97.3,1443225,74.9,1436818,86.8,1333599,88.2,256035,95.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6069,29,San Benito County,CA,45.3,28455,28384,54.1,26346,56.3,5710,69.2,97.3,32946,52.5,32845,62.6,30466,65.1,6634,80.4,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7/18/21,6015,29,Del Norte County,CA,29.1,8106,8092,33.7,7858,35.7,3097,60.5,97.3,9302,33.4,9285,38.7,8964,40.8,3536,69,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
7/18/21,6097,29,Sonoma County,CA,60.5,299058,298278,68.8,281754,70.6,82550,80.7,97.3,337966,68.4,336835,77.7,317311,79.6,93606,91.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6047,29,Merced County,CA,30.6,84944,84796,37.8,81188,41.3,20457,64.7,97.3,116601,42,116280,51.8,109685,55.8,26768,84.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6029,29,Kern County,CA,34.4,309258,308755,42.4,291421,45.5,69339,68.5,97.3,364538,40.5,363598,50,341541,53.3,80588,79.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
7/18/21,6011,29,Colusa County,CA,40.8,8786,8779,49.4,8486,54,2270,70.6,97.3,10357,48.1,10338,58.2,9942,63.3,2656,82.6,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6101,29,Sutter County,CA,40.5,39303,39246,48.6,37537,52.1,10984,72.8,97.3,46284,47.7,46197,57.2,43963,61.1,12982,86,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
7/18/21,6113,29,Yolo County,CA,53.4,117777,117400,61.6,109898,62.9,24297,85.2,97.3,132986,60.3,132452,69.5,123870,70.9,27646,97,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
7/18/21,6001,29,Alameda County,CA,63.6,1062287,1058591,73.3,988841,74.3,200027,83.8,97.3,1186883,71,1181526,81.9,1101759,82.8,223297,93.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
7/18/21,6105,29,Trinity County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
7/18/21,6079,29,San Luis Obispo County,CA,46,130138,129927,51.8,124276,53.2,40784,69.1,97.3,150991,53.3,150587,60,143309,61.3,47090,79.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
7/18/21,6041,29,Marin County,CA,72.6,187827,186988,82.2,171960,82.9,50915,85.7,97.3,205994,79.6,204884,90.1,188492,90.8,55561,93.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
