date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
11/24/20,Colusa,County,22593,14,754,0,6,92,7872,14,707,20,682,0,6,38
10/10/20,Mono,County,13961,0,173,0,2,11,4787,0,169,0,154,0,1,38
10/17/20,Mono,County,13961,2,175,0,2,3,5000,0,170,0,155,0,1,38
10/25/20,Mono,County,13961,14,208,0,2,46,5374,13,205,0,167,0,1,38
2/26/21,Mono,County,13961,1,1190,0,3,28,14354,1,1334,1,1191,0,3,38
4/7/21,Mono,County,13961,0,1245,0,3,68,16709,1,1395,0,1246,0,3,38
4/14/21,Mono,County,13961,0,1248,0,3,66,17046,0,1396,1,1252,0,3,38
5/3/21,Mono,County,13961,1,1256,0,3,61,17920,1,1409,0,1259,0,3,38
2/24/21,Colusa,County,22593,3,1866,0,14,168,14289,2,1712,1,1863,0,11,38
3/4/21,Colusa,County,22593,1,1874,0,15,28,14672,3,1725,0,1873,0,11,38
4/29/21,Colusa,County,22593,3,1921,0,16,33,17483,4,1787,2,1929,0,14,38
5/1/21,Colusa,County,22593,0,1921,0,16,16,17544,0,1788,0,1931,0,14,38
6/14/20,Inyo,County,18453,0,24,0,1,4,1010,0,26,0,23,0,1,38
7/5/20,Inyo,County,18453,0,35,0,1,7,1736,0,36,0,32,0,1,38
8/23/20,Inyo,County,18453,0,169,1,9,6,3809,0,169,0,144,1,2,38
11/4/20,Inyo,County,18453,1,258,0,14,62,6464,2,234,3,247,0,14,38
6/2/21,Plumas,County,18997,1,699,0,4,108,22843,1,673,0,690,0,4,38
3/23/21,Inyo,County,18453,3,1369,0,35,107,17214,2,1158,1,1364,0,35,38
7/11/21,Inyo,County,18453,1,1416,0,35,14,20085,0,1209,0,1415,0,36,38
8/22/20,Yolo,County,223612,16,2366,0,52,227,46469,14,2575,24,2188,1,47,380
12/7/20,Shasta,County,177925,141,6768,0,71,1472,97446,87,5006,-1,5742,1,50,380
2/11/21,Sutter,County,105747,17,8631,0,97,409,76527,20,9543,19,8590,0,93,380
10/22/20,El Dorado,County,193098,12,1378,0,4,490,55218,11,1258,3,1308,0,4,380
2/24/21,El Dorado,County,193098,13,9082,1,105,579,140000,27,8894,24,8993,2,98,380
7/3/20,Madera,County,160089,69,1151,2,9,628,13865,71,928,17,565,0,4,380
8/6/20,Madera,County,160089,42,3142,2,54,403,32342,53,3169,68,2240,0,19,380
6/3/20,Marin,County,260800,27,606,0,18,585,17253,32,637,18,527,0,14,380
3/4/21,Mendocino,County,88439,8,3604,0,43,196,85328,5,3927,5,3569,0,42,380
5/20/21,Humboldt,County,134098,10,4209,0,42,421,144162,31,4576,19,4162,0,42,380
7/18/20,Butte,County,217769,14,836,2,6,155,19896,4,656,54,551,0,4,380
9/28/20,Imperial,County,191649,34,11946,1,337,372,87632,22,13565,34,10777,0,283,380
10/20/20,Butte,County,217769,11,3144,1,57,813,72571,15,2870,1,3027,1,56,380
12/26/20,California,State,40129160,34537,2283408,595,30158,195650,33225344,40358,2601184,50141,2122806,219,24121,380154
4/3/21,Out of state,County,,,,,,1318,363887,28,14482,,,,,3803
9/13/20,San Bernardino,County,2217398,91,51681,4,1068,980,563520,63,62411,23,49968,-1,895,3803
12/5/20,Fresno,County,1032227,710,48625,13,604,4685,542853,927,54399,460,40568,3,525,3803
12/29/20,San Francisco,County,892280,363,24373,5,248,10620,1207552,503,31306,270,22996,0,178,3804
8/31/20,Alameda,County,1685886,124,19189,0,297,6240,439603,200,22738,49,18148,0,248,3804
12/22/20,San Mateo,County,778001,405,23965,2,228,10113,705917,511,29581,347,21382,1,186,3806
6/12/21,San Francisco,County,892280,5,36861,0,559,1850,2164484,10,47114,12,37189,0,555,3807
6/10/21,Contra Costa,County,1160099,35,70138,1,821,3558,1677337,45,77305,47,69876,4,807,3808
9/18/20,Contra Costa,County,1160099,90,16548,2,227,3353,340327,117,17811,91,15667,1,185,3809
7/28/20,Yolo,County,223612,45,1798,1,42,741,35303,40,1969,20,1459,3,36,381
3/28/21,Butte,County,217769,7,11596,0,192,230,196374,6,11976,7,11285,0,191,381
9/2/20,Yolo,County,223612,17,2593,0,55,534,50946,25,2856,9,2449,3,54,381
7/7/20,Kings,County,156444,49,3161,1,39,829,29556,97,3509,40,2623,0,33,381
8/20/20,Kings,County,156444,173,5913,0,67,936,59512,181,6793,46,5347,0,59,381
1/4/21,Kings,County,156444,267,17568,1,138,2950,221924,295,19694,208,16801,0,108,381
2/6/21,Lake,County,64871,12,2998,0,51,82,51600,6,3425,14,2920,1,34,381
2/20/21,San Benito,County,64022,5,5713,0,55,66,65371,4,6449,10,5709,0,57,381
12/14/20,Lassen,County,30065,107,3576,0,5,710,69750,110,4085,38,2905,0,1,381
9/11/20,Madera,County,160089,18,4253,1,89,565,51359,25,4517,39,4018,0,43,381
9/27/20,Madera,County,160089,16,4580,1,96,220,58998,10,5022,6,4416,0,47,381
3/29/21,Del Norte,County,27558,7,1168,0,5,679,75362,16,1273,9,1116,0,6,381
11/1/20,Humboldt,County,134098,3,594,0,9,64,46068,1,599,7,568,0,8,381
1/11/21,Humboldt,County,134098,60,2272,1,23,972,84843,62,2254,20,2069,0,22,381
11/18/20,Imperial,County,191649,236,15461,1,363,1605,124893,259,17425,224,14428,2,348,381
6/7/21,Imperial,County,191649,6,28555,0,741,1418,315542,11,32085,-8,28754,0,738,381
6/29/20,Napa,County,139652,34,463,0,4,626,22971,45,462,10,317,0,4,381
6/16/21,Napa,County,139652,2,9991,0,79,355,286274,3,10725,1,10011,0,80,381
10/30/20,Sacramento,County,1567975,212,26826,0,533,4829,572668,221,29596,169,26147,-2,505,3811
4/2/21,San Luis Obispo,County,278862,28,20403,0,253,1176,465654,26,22115,36,20271,0,252,3811
3/13/21,Fresno,County,1032227,95,97487,2,1622,1515,1034198,101,113762,139,97324,6,1495,3812
6/20/21,Sacramento,County,1567975,43,107628,1,1674,1781,2063663,40,121670,69,107700,0,1669,3814
7/28/20,Los Angeles,County,10257557,2438,197601,35,4822,59387,2960352,3643,240548,2756,179107,56,4435,38183
1/23/21,Unknown,County,,0,8,0,0,0,18,0,3,100,216,0,0,382
7/16/20,Kings,County,156444,61,3646,0,41,1393,36024,102,4155,31,2937,0,37,382
12/28/20,Kings,County,156444,235,16450,0,128,2735,211220,323,18398,140,15733,0,108,382
6/8/21,San Luis Obispo,County,278862,13,21248,0,255,1186,548873,11,23146,-1,21251,0,255,382
5/18/20,San Benito,County,64022,1,70,0,2,84,2178,4,75,0,59,0,2,382
5/16/21,Lassen,County,30065,4,5182,0,18,37,140880,2,5987,0,5156,0,6,382
3/27/21,Lassen,County,30065,1,5133,0,18,72,121924,1,5910,-2,5129,0,1,382
2/9/21,El Dorado,County,193098,31,8833,2,101,773,131934,31,8545,36,8663,1,87,382
11/10/20,Merced,County,287420,103,10386,0,157,1186,115512,57,10506,70,9992,0,157,382
11/29/20,Humboldt,County,134098,34,1009,0,9,118,58582,4,939,12,856,0,9,382
2/2/21,Kings,County,156444,89,21199,1,199,3489,271395,107,24182,39,20785,0,172,382
9/24/20,Alameda,County,1685886,68,21329,3,371,5941,554469,114,25626,120,20838,3,364,3820
7/2/20,San Diego,County,3370418,559,19228,11,417,5821,292571,361,15885,584,15208,5,377,3821
5/16/21,Sacramento,County,1567975,73,105097,0,1642,2139,1904883,71,118680,84,105013,0,1628,3822
6/13/20,San Bernardino,County,2217398,269,9727,4,259,1749,129776,220,11132,178,6885,1,224,3823
10/3/20,Contra Costa,County,1160099,43,17651,0,244,2036,386456,47,19125,85,17087,0,213,3823
7/10/20,Alameda,County,1685886,236,9477,3,154,5956,211662,364,10708,118,7551,1,147,3824
6/17/21,San Francisco,County,892280,12,36916,0,559,3376,2180867,20,47186,21,37243,1,556,3825
11/12/20,Sacramento,County,1567975,454,31379,5,573,7089,643300,501,33986,491,29459,0,520,3825
7/11/21,Yolo,County,223612,13,14347,0,213,554,554106,15,14517,35,14285,0,213,3826
9/13/20,Riverside,County,2468145,127,56433,4,1206,1497,612192,92,63115,177,55235,0,1108,3826
6/18/20,San Bernardino,County,2217398,552,12091,1,270,5693,150523,654,13586,471,8141,1,226,3826
1/25/21,Sacramento,County,1567975,571,86287,5,1319,10405,1249830,662,95734,543,84653,6,1118,3828
6/29/21,Riverside,County,2468145,120,292920,0,4509,5657,3159734,144,347608,315,292962,17,4524,3828
4/24/21,Contra Costa,County,1160099,52,67735,0,801,1939,1487638,52,74391,58,67222,4,789,3829
10/2/20,El Dorado,County,193098,4,1247,0,4,541,46466,8,1141,6,1168,0,4,383
6/27/20,Out of state,County,,,,,,217,18351,15,1178,,,,,383
1/9/21,Sutter,County,105747,50,7389,2,76,215,64406,51,8127,90,7072,1,69,383
1/17/21,Lake,County,64871,9,2697,1,45,79,46032,5,3047,68,2572,0,30,383
12/19/20,Lassen,County,30065,8,3924,0,5,100,72866,3,4468,109,3595,0,1,383
2/23/21,El Dorado,County,193098,16,9069,1,104,731,139421,25,8867,29,8969,0,96,383
6/19/21,Madera,County,160089,6,16644,0,240,273,275569,5,18747,7,16632,-1,240,383
4/20/21,Merced,County,287420,29,30428,0,441,1128,345723,45,32621,17,30439,0,441,383
2/19/21,Humboldt,County,134098,12,3093,0,30,553,104878,16,3244,14,3037,0,29,383
7/11/21,San Diego,County,3370418,172,285374,0,3786,4886,5109570,304,310714,242,283819,1,3784,38309
4/30/21,Kern,County,927251,32,96050,0,1314,2046,1034522,43,108658,58,95605,3,1298,3831
8/13/20,Los Angeles,County,10257557,1459,225433,31,5469,39538,3626772,2279,282700,1955,216497,60,5179,38328
8/28/20,San Bernardino,County,2217398,226,49186,5,985,5080,508020,347,59154,208,46553,3,754,3833
1/23/21,San Mateo,County,778001,223,35767,6,409,4227,935056,262,43729,295,33696,2,213,3833
8/10/20,Kern,County,927251,256,27253,6,266,2741,206709,317,29843,819,24499,0,215,3834
9/28/20,Riverside,County,2468145,296,59935,2,1258,5352,681282,276,66894,61,58570,7,1198,3834
4/19/21,Sacramento,County,1567975,176,102005,4,1605,10263,1753383,217,114955,128,101482,0,1572,3836
11/20/20,Fresno,County,1032227,444,40228,4,521,4635,473006,554,44201,357,35635,2,480,3836
5/26/21,San Francisco,County,892280,22,36675,0,554,4505,2107907,27,46837,15,36954,0,546,3837
8/4/20,Yolo,County,223612,35,1968,0,42,657,38852,36,2160,28,1626,0,37,384
7/18/20,Out of state,County,,,,,,263,28878,11,1706,,,,,384
5/30/20,Kings,County,156444,11,1222,1,4,100,9002,9,1334,10,703,0,3,384
7/21/20,Kings,County,156444,48,4017,0,45,646,38757,57,4578,94,3187,1,38,384
12/5/20,Shasta,County,177925,87,6566,1,68,316,95680,52,4879,214,5653,0,49,384
2/27/21,Lassen,County,30065,0,5113,0,18,17,108029,0,5872,4,5106,0,1,384
6/24/20,Madera,County,160089,39,740,0,5,344,9784,44,513,4,373,0,4,384
5/15/20,Fresno,County,1032227,52,1990,2,27,772,15591,49,1425,88,1126,2,14,384
6/9/21,Madera,County,160089,6,16585,0,240,524,271705,4,18675,1,16580,0,240,384
2/3/21,Mendocino,County,88439,33,3358,0,38,359,77222,30,3627,26,3236,0,38,384
5/16/20,San Benito,County,64022,3,64,0,2,25,1995,0,70,1,58,0,2,384
5/4/21,Merced,County,287420,11,30743,0,446,1030,360041,24,33032,15,30829,0,444,384
10/6/20,Butte,County,217769,10,3021,1,53,984,63757,16,2739,15,2925,1,47,384
1/26/21,Shasta,County,177925,41,10275,1,156,709,132299,33,7471,45,10036,0,103,384
10/3/20,Napa,County,139652,6,1801,0,12,293,67432,5,1884,15,1752,0,11,384
3/18/21,Yolo,County,223612,15,13213,0,203,3077,304997,22,13203,14,13183,1,191,3840
2/22/21,San Mateo,County,778001,61,39315,1,495,8395,1128754,88,48640,94,38542,0,282,3840
10/3/20,Sacramento,County,1567975,63,23441,4,476,1964,451447,65,26013,258,23076,1,437,3844
3/4/21,Kern,County,927251,73,93581,5,1229,3122,860759,103,105556,91,92525,7,1070,3844
3/30/21,San Francisco,County,892280,33,35282,0,537,7443,1825674,41,44944,34,35325,0,474,3844
8/2/20,Contra Costa,County,1160099,133,10777,1,140,1258,207792,87,11129,128,7995,2,118,3844
1/28/21,Stanislaus,County,562303,186,46533,4,817,2830,435943,239,52058,288,45162,16,640,3845
7/8/20,San Bernardino,County,2217398,868,25703,5,402,6942,250807,1195,28658,506,16510,19,296,3846
7/28/20,San Francisco,County,892280,87,7096,3,70,5106,285027,179,9581,63,5888,1,56,3846
5/28/21,Unknown,County,,0,10,0,0,2,287,0,12,-4,35,0,0,-385
4/7/21,Unknown,County,,0,10,0,0,6,138,0,9,-20,39,0,0,-385
4/20/21,San Luis Obispo,County,278862,27,20809,0,254,2236,490763,46,22587,22,20691,0,254,385
8/24/20,Out of state,County,,,,,,552,44047,15,2174,,,,,385
6/21/21,Santa Barbara,County,456373,9,34487,0,458,1114,680083,9,39808,5,34492,0,455,385
5/14/21,Lassen,County,30065,0,5178,0,18,239,140809,0,5985,2,5154,0,6,385
10/17/20,El Dorado,County,193098,6,1326,0,4,215,52789,3,1215,4,1277,0,4,385
7/4/20,Madera,County,160089,45,1196,0,9,190,14055,21,949,3,568,0,4,385
7/1/20,Santa Cruz,County,273999,24,507,0,3,750,23522,16,466,19,398,0,2,385
1/26/21,Humboldt,County,134098,34,2769,0,25,639,93429,49,2859,25,2612,0,24,385
7/20/20,Imperial,County,191649,91,9869,7,256,1449,53139,149,10423,57,7337,0,124,385
2/24/21,Nevada,County,98710,8,3981,0,70,390,81628,13,3855,15,3927,0,66,385
12/26/20,Lake,County,64871,20,1852,1,30,91,38627,11,2092,41,1710,2,22,385
4/5/21,Los Angeles,County,10257557,538,1187555,15,24091,85212,18079373,717,1519433,328,1183200,1,23302,38506
3/10/21,Sacramento,County,1567975,168,96125,2,1547,6639,1521664,205,107938,76,94796,10,1452,3851
6/15/20,Santa Clara,County,1967585,92,3919,0,161,3785,140594,77,5128,26,3204,0,148,3851
3/10/21,Out of state,County,,,,,,2606,317636,41,13836,,,,,3852
5/18/21,Yolo,County,223612,6,13963,0,210,3131,465134,15,14074,10,13951,0,211,3853
2/3/21,San Joaquin,County,782545,218,63678,8,1183,4043,681423,317,72288,268,61976,2,880,3853
12/16/20,San Joaquin,County,782545,924,39484,13,678,5952,469871,1051,44852,1161,35010,10,547,3853
8/21/20,San Francisco,County,892280,86,9192,1,90,4554,392155,123,13271,113,8375,8,80,3853
7/9/20,San Bernardino,County,2217398,850,26553,7,409,6350,257157,1131,29789,829,17339,11,307,3854
2/20/21,Solano,County,444255,31,29623,3,239,1001,515574,36,30902,57,29440,0,150,3856
4/12/21,Riverside,County,2468145,127,288105,3,4446,10737,2737323,158,341295,92,285361,0,4336,3857
8/31/20,San Bernardino,County,2217398,256,49671,2,1004,5865,516643,402,59756,169,47370,0,755,3857
7/17/20,Alameda,County,1685886,233,11091,5,170,5034,245724,274,12647,174,8893,7,160,3858
3/11/21,San Joaquin,County,782545,102,67965,1,1336,3298,791821,150,77365,39,66522,1,1157,3858
7/17/20,Out of state,County,,,,,,652,28615,30,1695,,,,,386
8/14/20,Out of state,County,,,,,,442,40222,7,2079,,,,,386
5/23/20,Placer,County,400434,0,207,0,9,151,11288,2,261,3,184,0,9,386
8/15/20,Shasta,County,177925,5,570,0,13,65,31334,2,597,12,458,0,9,386
7/9/20,Madera,County,160089,70,1505,0,10,399,16628,81,1272,22,850,0,4,386
1/22/21,Madera,County,160089,65,14310,1,184,662,164963,84,15912,117,13781,0,86,386
6/15/21,Santa Cruz,County,273999,2,16204,0,207,808,453230,3,16958,5,16180,0,208,386
2/3/21,Humboldt,County,134098,11,2902,0,29,541,97241,16,3019,16,2800,2,27,386
5/27/21,Humboldt,County,134098,5,4279,0,43,433,146545,8,4662,14,4260,0,42,386
12/2/20,El Dorado,County,193098,145,3514,1,9,1133,80337,150,3089,96,2638,1,5,386
4/9/21,Imperial,County,191649,27,27811,0,732,783,271499,34,30965,20,27764,4,717,386
4/29/21,Plumas,County,18997,0,676,0,4,61,20682,0,644,0,676,0,4,386
2/7/21,San Joaquin,County,782545,77,64353,3,1204,1104,691842,63,73012,211,63051,23,929,3862
9/7/20,San Francisco,County,892280,75,10309,1,103,1458,456353,85,14837,0,9813,0,85,3863
4/14/21,Contra Costa,County,1160099,89,67022,2,796,5898,1441798,88,73538,96,66400,3,781,3866
6/4/21,Kern,County,927251,27,96959,2,1330,2113,1120463,30,109761,66,96573,1,1327,3866
9/10/20,San Diego,County,3370418,289,43594,6,758,6588,677155,259,35267,284,41610,4,725,3866
9/14/20,Riverside,County,2468145,207,56640,3,1209,4702,616894,226,63341,253,55488,5,1113,3868
11/29/20,San Francisco,County,892280,177,16372,1,173,6419,939378,228,22047,121,15571,0,153,3869
2/18/21,El Dorado,County,193098,12,9001,0,103,612,136855,18,8772,3,8850,0,94,387
5/7/20,Fresno,County,1032227,57,1477,1,15,658,10634,60,1032,39,812,0,8,387
6/4/20,Solano,County,444255,25,724,1,23,944,20996,18,694,8,551,1,19,387
6/3/20,Solano,County,444255,15,699,1,22,832,20052,12,676,6,543,0,18,387
1/19/21,Kings,County,156444,168,20031,3,170,3807,248605,217,22675,108,19375,2,143,387
12/20/20,Lake,County,64871,33,1680,0,26,253,36943,40,1896,25,1463,0,20,387
11/4/20,Butte,County,217769,23,3361,0,59,638,82522,13,3070,7,3218,0,57,387
9/21/20,Napa,County,139652,9,1700,0,12,551,61627,15,1781,15,1641,0,11,387
9/10/20,Santa Clara,County,1967585,131,20097,1,293,9099,717616,191,23674,111,18870,3,231,3871
10/15/20,San Francisco,County,892280,32,11972,0,156,6723,647914,49,17251,25,11808,3,126,3872
4/9/21,San Joaquin,County,782545,70,70410,3,1361,2909,880433,74,80260,196,69675,2,1281,3873
6/16/21,Sacramento,County,1567975,74,107403,0,1671,4592,2051729,83,121417,52,107422,3,1665,3874
8/11/20,Riverside,County,2468145,387,49162,10,983,5754,488085,545,54127,941,44237,6,836,3875
6/1/20,Orange,County,3228519,211,9391,12,232,3819,124542,253,9462,108,6640,0,135,3876
10/23/20,Los Angeles,County,10257557,1373,301536,21,7086,53497,6232977,2129,387683,2688,294287,21,6956,38771
7/14/20,San Bernardino,County,2217398,877,30174,12,461,6576,281209,1071,33869,879,20489,3,316,3878
5/13/21,Tuolumne,County,52351,1,4062,0,57,262,100341,7,4674,3,4059,0,63,388
12/15/20,Amador,County,38531,72,1919,2,22,1420,50173,77,2173,60,1669,0,19,388
6/2/20,Tulare,County,484423,113,2681,2,92,954,20252,90,2549,36,2012,2,86,388
2/7/21,Mendocino,County,88439,18,3434,0,38,428,78506,24,3705,32,3348,0,38,388
1/2/21,Humboldt,County,134098,38,1983,0,22,354,79017,24,1955,32,1815,0,21,388
1/24/21,Humboldt,County,134098,19,2696,0,25,340,91886,18,2751,69,2562,1,24,388
6/16/20,Monterey,County,448732,66,1405,0,13,906,24555,96,1367,21,1019,0,12,388
1/26/21,Imperial,County,191649,50,26318,6,669,1733,209893,57,28896,67,25812,7,498,388
10/28/20,Butte,County,217769,16,3243,0,58,908,77956,18,2980,27,3134,0,56,388
12/6/20,Nevada,County,98710,14,1984,3,25,96,51552,9,1724,68,1710,0,10,388
4/2/21,Santa Barbara,County,456373,45,33439,0,445,1763,561218,58,38400,49,33145,0,443,3881
12/6/20,Fresno,County,1032227,320,48945,15,619,2345,545198,287,54686,301,40869,1,526,3882
10/24/20,Fresno,County,1032227,67,33173,0,472,1394,376701,87,36461,162,30752,0,441,3883
8/31/20,Riverside,County,2468145,179,53982,5,1137,4149,564181,247,60169,281,52508,3,1020,3883
7/30/20,Ventura,County,852747,105,8662,2,88,2768,160693,170,9959,143,7304,1,69,3886
6/15/21,Riverside,County,2468145,50,291947,1,4507,5761,3099899,78,346490,32,289508,2,4455,3888
7/12/21,Santa Barbara,County,456373,31,34757,0,460,934,696337,41,40117,18,34664,0,461,389
12/4/20,Sutter,County,105747,83,4502,2,27,511,48266,117,4836,64,3791,0,20,389
7/22/20,San Luis Obispo,County,278862,48,1788,2,9,1260,55890,83,1955,35,1373,0,7,389
7/5/20,Madera,County,160089,46,1242,0,9,200,14255,36,985,-4,564,0,4,389
7/28/20,Madera,County,160089,65,2667,1,33,734,26955,69,2569,96,1889,1,18,389
8/21/20,Madera,County,160089,26,3732,0,70,507,40724,31,3890,74,3271,0,31,389
2/10/21,Madera,County,160089,20,15150,1,204,713,183169,46,16984,13,14925,0,105,389
6/9/20,Marin,County,260800,41,715,0,18,1041,21244,42,749,20,616,0,17,389
9/29/20,Merced,County,287420,28,9006,0,139,858,86746,17,9304,23,8892,0,136,389
5/20/20,Napa,County,139652,1,110,0,3,485,7207,2,103,0,93,0,3,389
8/30/20,Napa,County,139652,3,1495,0,12,79,51988,0,1551,10,1423,0,10,389
6/28/20,Nevada,County,98710,4,144,0,1,28,8996,0,101,0,102,0,1,389
10/18/20,Sacramento,County,1567975,85,24898,2,510,2113,514594,75,27623,121,24425,0,482,3890
3/26/21,Kern,County,927251,32,94869,2,1278,2548,929944,42,107216,92,93949,5,1211,3891
1/13/21,Fresno,County,1032227,863,83615,13,1178,7982,782980,1192,95027,627,78278,8,804,3891
8/2/20,Ventura,County,852747,46,8895,2,94,1007,165449,47,10271,195,8014,0,73,3893
12/2/20,Contra Costa,County,1160099,574,27568,3,285,8383,660381,640,29165,359,25147,0,264,3893
7/10/20,San Bernardino,County,2217398,872,27425,7,416,6632,263789,1056,30845,903,18242,1,308,3894
2/22/21,San Bernardino,County,2217398,244,284822,8,4815,12082,2405513,392,333178,114,279984,12,3259,3894
12/5/20,San Mateo,County,778001,288,17519,0,191,3954,577975,285,22213,400,15512,2,175,3895
9/18/20,Fresno,County,1032227,109,29741,3,416,2511,290099,150,32257,73,27560,4,359,3895
8/9/20,Riverside,County,2468145,203,48431,10,964,1579,478125,183,53210,482,41894,5,828,3897
12/28/20,San Joaquin,County,782545,1038,46580,9,806,8040,521377,1176,52894,643,44172,0,618,3897
6/6/21,Sacramento,County,1567975,51,106738,1,1664,2166,2004889,59,120626,61,106749,0,1655,3897
4/26/21,San Mateo,County,778001,33,41772,1,526,8794,1529923,58,52120,-8,41457,1,357,3898
5/11/20,Yuba,County,79290,1,24,0,1,55,1220,1,17,1,18,0,1,39
10/30/20,Del Norte,County,27558,2,188,0,1,214,18060,4,202,1,175,0,2,39
1/14/21,Trinity,County,13354,0,288,0,3,7,6372,0,274,1,261,0,3,39
5/28/20,Del Norte,County,27558,0,45,0,0,120,1314,1,47,3,37,0,0,39
5/28/20,Tuolumne,County,52351,0,5,0,0,36,1650,0,5,0,4,0,0,39
9/28/20,Plumas,County,18997,0,50,0,0,74,3791,1,44,0,48,0,0,39
10/17/20,Plumas,County,18997,1,62,0,0,6,4592,0,51,0,52,0,0,39
7/25/20,Del Norte,County,27558,0,85,0,0,234,5602,0,108,1,67,0,0,39
8/18/20,Del Norte,County,27558,4,112,0,1,47,9796,2,123,1,78,0,0,39
4/25/21,Siskiyou,County,43956,10,1642,0,13,24,30978,6,1736,6,1580,0,11,39
6/4/20,Tehama,County,65885,0,14,0,1,186,2937,0,13,0,6,0,1,39
6/7/21,Tehama,County,65885,4,5083,0,63,182,61962,4,5010,0,5092,0,63,39
2/9/21,Del Norte,County,27558,3,906,0,2,952,57209,4,969,1,886,0,2,39
9/13/20,Trinity,County,13354,0,17,0,0,3,2609,0,14,-1,14,0,0,39
4/20/21,Del Norte,County,27558,2,1253,0,7,734,83093,1,1389,3,1250,0,6,39
7/15/20,Siskiyou,County,43956,1,65,0,0,103,5836,4,88,0,38,0,0,39
9/17/20,Lassen,County,30065,1,738,0,0,286,27703,0,947,1,731,0,0,39
10/10/20,Plumas,County,18997,0,52,0,0,14,4293,0,46,1,51,0,0,39
7/18/20,Siskiyou,County,43956,1,70,0,0,7,6063,0,94,2,42,0,0,39
7/12/21,Lassen,County,30065,3,5301,0,19,663,157796,4,6150,1,5292,0,21,39
7/13/20,Del Norte,County,27558,12,75,0,0,494,3957,14,97,0,59,0,0,39
3/22/21,Calaveras,County,44289,3,1984,0,50,197,36156,7,2215,1,1963,0,49,39
5/10/21,Calaveras,County,44289,1,2123,0,54,228,41609,0,2371,2,2118,0,52,39
6/1/21,Calaveras,County,44289,1,2178,0,55,159,43721,4,2443,2,2173,0,55,39
5/10/20,Siskiyou,County,43956,0,5,0,0,0,1006,0,11,0,5,0,0,39
5/10/20,Mariposa,County,17795,0,15,0,0,3,509,0,14,0,15,0,0,39
7/24/20,Del Norte,County,27558,0,85,0,0,207,5368,0,108,0,66,0,0,39
7/2/20,Glenn,County,29348,7,177,0,0,69,1572,2,129,4,114,0,0,39
2/22/21,Mariposa,County,17795,0,375,0,3,29,17567,0,410,1,374,0,4,39
8/20/20,Glenn,County,29348,2,428,0,3,35,4251,0,384,0,414,0,2,39
10/12/20,Trinity,County,13354,0,23,0,0,11,3190,0,24,0,19,0,0,39
8/25/20,Glenn,County,29348,2,447,0,3,80,4446,11,398,8,429,1,3,39
9/2/20,Glenn,County,29348,7,499,0,3,185,5030,11,445,8,457,0,3,39
9/8/20,Glenn,County,29348,5,528,0,3,110,5335,10,480,4,492,0,3,39
5/14/21,Mariposa,County,17795,0,427,0,3,55,22343,0,470,0,422,0,5,39
6/6/21,Mariposa,County,17795,0,435,0,3,8,23270,0,482,0,435,0,5,39
6/16/21,Mariposa,County,17795,0,439,0,3,28,23634,0,489,0,437,0,5,39
10/5/20,Glenn,County,29348,2,625,0,3,89,7231,2,586,2,603,0,3,39
10/15/20,Glenn,County,29348,1,643,0,3,46,7911,1,611,3,632,0,3,39
7/15/21,Mariposa,County,17795,1,447,0,3,31,24377,1,497,0,445,0,5,39
11/24/20,Glenn,County,29348,26,984,1,6,161,11319,37,930,30,883,0,4,39
12/2/20,Glenn,County,29348,21,1125,0,9,129,12195,8,1064,6,995,0,7,39
1/14/21,Glenn,County,29348,14,1977,0,13,155,17000,37,1970,6,1798,0,9,39
5/9/21,Glenn,County,29348,2,2394,0,17,16,24424,2,2447,0,2382,0,17,39
5/28/21,Glenn,County,29348,0,2421,0,18,39,25419,0,2482,4,2419,0,18,39
8/25/20,Amador,County,38531,2,273,0,15,397,13410,2,302,0,227,0,13,39
5/17/20,Siskiyou,County,43956,0,6,0,0,2,1489,0,12,0,6,0,0,39
6/25/21,Glenn,County,29348,1,2435,0,19,26,26552,0,2498,2,2441,0,20,39
10/6/20,Del Norte,County,27558,3,165,0,1,93,14827,6,177,2,144,0,2,39
8/13/20,Colusa,County,22593,5,427,0,5,36,3796,4,403,1,395,0,5,39
9/3/20,Colusa,County,22593,4,485,0,6,33,4534,3,470,4,464,0,6,39
9/8/20,Del Norte,County,27558,0,122,0,1,53,11651,0,137,0,109,0,2,39
6/8/20,Mono,County,13961,0,39,0,1,37,985,0,52,0,35,0,1,39
12/1/20,Colusa,County,22593,27,885,0,7,68,8326,16,797,10,747,0,6,39
7/29/20,Mono,County,13961,1,145,0,1,20,2844,1,138,0,102,0,1,39
8/4/20,Mono,County,13961,0,158,0,1,67,3193,1,152,0,104,0,1,39
2/15/21,Colusa,County,22593,4,1853,0,14,31,13662,3,1700,4,1849,0,10,39
6/15/21,Mono,County,13961,0,1270,0,3,21,19336,0,1429,0,1275,0,3,39
3/25/21,Colusa,County,22593,0,1884,0,15,24,15710,1,1740,2,1888,0,14,39
4/1/21,Colusa,County,22593,0,1886,0,15,24,16039,0,1741,0,1890,0,14,39
4/16/21,Colusa,County,22593,2,1904,0,16,27,16744,1,1763,2,1911,0,14,39
6/19/21,Colusa,County,22593,1,1958,0,16,15,19630,0,1827,0,1969,0,15,39
