date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
5/5/20,Alpine,County,1117,0,1,0,0,1,16,0,1,0,1,0,0,0
6/2/21,Sierra,County,3115,0,55,0,0,12,2888,0,58,0,55,0,0,0
5/6/20,Alpine,County,1117,0,1,0,0,4,20,0,1,0,1,0,0,0
5/18/21,Sierra,County,3115,0,54,0,0,6,2787,0,57,0,54,0,0,0
5/7/20,Alpine,County,1117,0,1,0,0,1,21,0,1,0,1,0,0,0
2/16/21,Sierra,County,3115,0,48,0,0,8,2117,0,48,0,47,0,0,0
5/21/21,Alpine,County,1117,0,88,0,0,4,1992,0,37,0,88,0,0,0
5/12/20,Sierra,County,3115,0,0,0,0,1,19,0,0,0,0,0,0,0
5/27/21,Alpine,County,1117,0,88,0,0,3,2002,0,37,0,88,0,0,0
2/5/21,Sierra,County,3115,0,47,0,0,8,2039,0,47,0,42,0,0,0
6/3/21,Alpine,County,1117,0,88,0,0,2,2012,0,37,0,88,0,0,0
5/11/20,Sierra,County,3115,0,0,0,0,0,18,0,0,0,0,0,0,0
6/4/21,Alpine,County,1117,0,88,0,0,2,2014,0,37,0,88,0,0,0
5/5/20,Sierra,County,3115,0,0,0,0,0,16,0,0,0,0,0,0,0
6/8/21,Alpine,County,1117,0,88,0,0,1,2015,0,37,0,88,0,0,0
5/8/20,Sierra,County,3115,0,0,0,0,0,18,0,0,0,0,0,0,0
6/9/21,Alpine,County,1117,0,88,0,0,0,2015,0,37,0,88,0,0,0
5/27/21,Sierra,County,3115,0,55,0,0,11,2843,0,58,0,54,0,0,0
6/10/21,Alpine,County,1117,0,88,0,0,2,2017,0,37,0,88,0,0,0
5/13/20,Sierra,County,3115,0,0,0,0,2,21,0,0,0,0,0,0,0
6/11/21,Alpine,County,1117,0,88,0,0,2,2019,0,37,0,88,0,0,0
5/6/20,Sierra,County,3115,0,0,0,0,2,18,0,0,0,0,0,0,0
6/14/21,Alpine,County,1117,1,89,0,0,0,2020,0,37,0,88,0,0,0
5/9/20,Sierra,County,3115,0,0,0,0,0,18,0,0,0,0,0,0,0
6/16/21,Alpine,County,1117,0,89,0,0,0,2022,0,37,0,88,0,0,0
5/20/20,Sierra,County,3115,1,1,0,0,1,34,0,0,0,0,0,0,0
6/19/21,Alpine,County,1117,0,89,0,0,0,2024,0,37,0,88,0,0,0
5/18/20,Sierra,County,3115,0,0,0,0,1,31,0,0,0,0,0,0,0
6/20/21,Alpine,County,1117,0,89,0,0,1,2025,0,37,0,88,0,0,0
5/7/20,Sierra,County,3115,0,0,0,0,0,18,0,0,0,0,0,0,0
6/23/21,Alpine,County,1117,0,89,0,0,0,2027,0,37,0,88,0,0,0
2/9/21,Sierra,County,3115,0,47,0,0,7,2076,0,48,0,44,0,0,0
6/24/21,Alpine,County,1117,0,89,0,0,5,2032,0,37,1,89,0,0,0
6/3/21,Sierra,County,3115,0,55,0,0,8,2896,0,58,0,55,0,0,0
6/29/21,Alpine,County,1117,0,89,0,0,1,2036,0,37,0,89,0,0,0
5/4/21,Trinity,County,13354,0,331,0,3,10,7784,0,347,0,326,0,3,0
7/1/21,Alpine,County,1117,0,89,0,0,2,2038,0,37,0,89,0,0,0
7/7/21,Sierra,County,3115,0,63,0,0,12,3091,1,66,0,60,0,0,0
7/6/21,Alpine,County,1117,0,89,0,0,1,2039,0,37,0,89,0,0,0
5/15/20,Sierra,County,3115,0,0,0,0,3,30,0,0,0,0,0,0,0
7/7/21,Alpine,County,1117,0,89,0,0,0,2039,0,37,0,89,0,0,0
3/1/21,Sierra,County,3115,0,49,0,0,19,2230,0,50,0,48,0,0,0
7/12/21,Alpine,County,1117,0,89,0,0,0,2043,0,37,0,89,0,0,0
6/21/21,Sierra,County,3115,0,60,0,0,15,2998,2,62,0,57,0,0,0
7/13/21,Alpine,County,1117,0,89,0,0,2,2045,0,37,0,89,0,0,0
5/20/21,Sierra,County,3115,0,54,0,0,6,2802,0,57,0,54,0,0,0
5/8/20,Alpine,County,1117,0,1,0,0,1,22,0,1,0,1,0,0,0
5/16/20,Sierra,County,3115,0,0,0,0,0,30,0,0,0,0,0,0,0
5/9/20,Alpine,County,1117,0,1,0,0,0,22,0,1,0,1,0,0,0
5/10/20,Sierra,County,3115,0,0,0,0,0,18,0,0,0,0,0,0,0
5/10/20,Alpine,County,1117,0,1,0,0,0,22,0,1,0,1,0,0,0
5/17/20,Sierra,County,3115,0,0,0,0,0,30,0,0,0,0,0,0,0
5/11/20,Alpine,County,1117,0,1,0,0,1,23,0,1,0,1,0,0,0
5/14/20,Sierra,County,3115,0,0,0,0,6,27,0,0,0,0,0,0,0
5/12/20,Alpine,County,1117,0,1,0,0,0,23,0,1,0,1,0,0,0
5/19/20,Sierra,County,3115,0,0,0,0,2,33,0,0,0,0,0,0,0
5/13/20,Alpine,County,1117,0,1,0,0,1,24,0,1,0,1,0,0,0
5/14/20,Alpine,County,1117,0,1,0,0,0,24,0,1,0,1,0,0,0
5/15/20,Alpine,County,1117,0,1,0,0,2,26,0,1,0,1,0,0,0
3/25/21,Calaveras,County,44289,4,1990,0,50,137,36593,4,2225,7,1982,0,50,0
5/16/20,Alpine,County,1117,0,1,0,0,0,26,0,1,0,1,0,0,0
5/17/20,Alpine,County,1117,0,1,0,0,0,26,0,1,0,1,0,0,0
5/18/20,Alpine,County,1117,0,1,0,0,0,26,0,1,0,1,0,0,0
5/19/20,Alpine,County,1117,1,2,0,0,5,31,2,3,0,1,0,0,0
5/20/20,Alpine,County,1117,0,2,0,0,1,32,0,3,0,1,0,0,0
5/24/20,Alpine,County,1117,0,2,0,0,0,35,0,3,0,1,0,0,0
5/28/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,0
5/29/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,0
6/4/20,Alpine,County,1117,0,2,0,0,65,105,0,3,0,1,0,0,0
6/5/20,Alpine,County,1117,0,2,0,0,0,105,0,3,0,1,0,0,0
6/6/20,Alpine,County,1117,0,2,0,0,0,105,0,3,0,1,0,0,0
6/7/20,Alpine,County,1117,0,2,0,0,0,105,0,3,0,1,0,0,0
6/8/20,Alpine,County,1117,0,2,0,0,44,149,0,3,0,1,0,0,0
7/3/20,Alpine,County,1117,0,2,0,0,0,253,0,3,0,1,0,0,0
7/10/20,Alpine,County,1117,0,3,0,0,1,291,0,4,0,1,0,0,0
7/11/20,Alpine,County,1117,0,3,0,0,0,291,0,4,0,1,0,0,0
7/12/20,Alpine,County,1117,0,3,0,0,0,291,0,4,0,1,0,0,0
7/13/20,Alpine,County,1117,0,3,0,0,0,291,0,4,0,1,0,0,0
7/14/20,Alpine,County,1117,0,3,0,0,1,292,0,4,0,1,0,0,0
7/31/20,Alpine,County,1117,0,3,0,0,1,401,0,4,0,2,0,0,0
8/2/20,Alpine,County,1117,0,3,0,0,1,403,0,4,0,2,0,0,0
8/3/20,Alpine,County,1117,0,3,0,0,24,427,0,4,0,2,0,0,0
8/4/20,Alpine,County,1117,0,3,0,0,0,427,0,4,0,2,0,0,0
8/5/20,Alpine,County,1117,0,3,0,0,1,428,0,4,0,2,0,0,0
8/6/20,Alpine,County,1117,0,3,0,0,2,430,0,4,0,2,0,0,0
8/7/20,Alpine,County,1117,0,3,0,0,0,430,0,4,0,2,0,0,0
8/8/20,Alpine,County,1117,0,3,0,0,0,430,0,4,0,2,0,0,0
8/27/20,Alpine,County,1117,0,3,0,0,23,520,0,4,0,2,0,0,0
8/28/20,Alpine,County,1117,0,3,0,0,2,522,0,4,0,2,0,0,0
9/1/20,Alpine,County,1117,0,3,0,0,2,539,0,4,0,2,0,0,0
9/19/20,Alpine,County,1117,0,3,0,0,0,586,0,4,0,2,0,0,0
9/20/20,Alpine,County,1117,0,3,0,0,1,587,0,4,0,2,0,0,0
9/21/20,Alpine,County,1117,0,3,0,0,1,588,0,4,0,2,0,0,0
9/22/20,Alpine,County,1117,0,3,0,0,1,589,0,4,0,2,0,0,0
9/23/20,Alpine,County,1117,1,4,0,0,2,591,0,4,0,2,0,0,0
9/24/20,Alpine,County,1117,0,4,0,0,44,635,0,4,0,2,0,0,0
9/25/20,Alpine,County,1117,0,4,0,0,1,636,0,4,0,2,0,0,0
9/26/20,Alpine,County,1117,0,4,0,0,0,636,0,4,0,2,0,0,0
9/27/20,Alpine,County,1117,0,4,0,0,0,636,0,4,0,2,0,0,0
10/11/20,Alpine,County,1117,0,4,0,0,0,729,0,4,0,3,0,0,0
10/12/20,Alpine,County,1117,0,4,0,0,20,749,0,4,0,3,0,0,0
10/13/20,Alpine,County,1117,0,4,0,0,1,750,0,4,0,3,0,0,0
10/27/20,Alpine,County,1117,2,7,0,0,6,834,0,4,0,3,0,0,0
5/12/20,Modoc,County,9475,0,0,0,0,4,146,0,0,0,0,0,0,0
5/14/20,Modoc,County,9475,0,0,0,0,4,154,0,0,0,0,0,0,0
5/19/20,Modoc,County,9475,0,0,0,0,6,173,0,0,0,0,0,0,0
2/24/21,Modoc,County,9475,1,337,0,4,35,5004,1,155,1,329,0,3,0
3/1/21,Modoc,County,9475,0,339,0,4,38,5109,1,157,0,331,0,3,0
3/22/21,Modoc,County,9475,0,346,0,4,14,5376,0,160,1,342,0,3,0
6/2/21,Modoc,County,9475,1,378,0,4,2,5843,1,179,0,375,0,3,0
1/25/21,Alpine,County,1117,0,74,0,0,3,1643,0,30,0,72,0,0,0
2/4/21,Alpine,County,1117,0,74,0,0,17,1696,0,30,0,72,0,0,0
2/10/21,Alpine,County,1117,0,78,0,0,6,1716,0,31,0,76,0,0,0
3/27/21,Colusa,County,22593,0,1884,0,15,18,15755,0,1740,0,1889,0,14,0
2/23/21,Alpine,County,1117,0,79,0,0,5,1772,0,32,0,77,0,0,0
2/24/21,Alpine,County,1117,1,80,0,0,13,1785,0,32,0,77,0,0,0
3/8/21,Alpine,County,1117,0,83,0,0,6,1821,0,33,0,78,0,0,0
3/15/21,Alpine,County,1117,0,84,0,0,3,1831,0,33,0,82,0,0,0
3/17/21,Alpine,County,1117,0,84,0,0,6,1842,0,33,0,82,0,0,0
3/29/21,Alpine,County,1117,0,86,0,0,0,1865,0,35,0,85,0,0,0
4/1/21,Alpine,County,1117,0,86,0,0,5,1875,0,35,0,85,0,0,0
4/9/21,Alpine,County,1117,0,86,0,0,1,1894,0,35,0,85,0,0,0
4/11/21,Alpine,County,1117,0,86,0,0,1,1895,0,35,0,85,0,0,0
4/12/21,Alpine,County,1117,0,86,0,0,8,1903,0,35,0,85,0,0,0
5/2/21,Alpine,County,1117,0,88,0,0,0,1967,0,37,0,88,0,0,0
5/4/21,Alpine,County,1117,0,88,0,0,2,1972,0,37,0,88,0,0,0
5/5/21,Alpine,County,1117,0,88,0,0,1,1973,0,37,0,88,0,0,0
5/8/21,Alpine,County,1117,0,88,0,0,0,1976,0,37,0,88,0,0,0
5/12/21,Alpine,County,1117,0,88,0,0,1,1981,0,37,0,88,0,0,0
5/13/21,Alpine,County,1117,0,88,0,0,1,1982,0,37,0,88,0,0,0
5/16/21,Alpine,County,1117,0,88,0,0,0,1983,0,37,0,88,0,0,0
5/18/21,Alpine,County,1117,0,88,0,0,0,1987,0,37,0,88,0,0,0
3/3/21,Sierra,County,3115,0,49,0,0,8,2242,0,50,0,48,0,0,-1
3/23/21,Trinity,County,13354,0,324,0,3,14,7328,0,333,0,310,0,3,-1
5/23/21,Alpine,County,1117,0,88,0,0,0,1993,0,37,0,88,0,0,1
5/28/20,Sierra,County,3115,0,1,0,0,1,54,0,0,0,1,0,0,1
6/1/21,Alpine,County,1117,0,88,0,0,0,2009,0,37,0,88,0,0,1
5/29/20,Sierra,County,3115,0,1,0,0,0,54,0,0,0,1,0,0,1
5/29/21,Alpine,County,1117,0,88,0,0,0,2007,0,37,0,88,0,0,1
6/15/21,Sierra,County,3115,1,58,0,0,6,2964,1,60,0,55,0,0,1
5/30/21,Alpine,County,1117,0,88,0,0,2,2009,0,37,0,88,0,0,1
9/9/20,Sierra,County,3115,0,6,0,0,18,664,0,7,0,6,0,0,1
6/6/21,Alpine,County,1117,0,88,0,0,0,2014,0,37,0,88,0,0,1
9/8/20,Sierra,County,3115,0,6,0,0,6,646,2,7,0,6,0,0,1
6/7/21,Alpine,County,1117,0,88,0,0,0,2014,0,37,0,88,0,0,1
9/2/20,Sierra,County,3115,0,6,0,0,12,626,0,5,0,6,0,0,1
6/15/21,Alpine,County,1117,0,89,0,0,2,2022,0,37,0,88,0,0,1
2/21/21,Sierra,County,3115,0,49,0,0,0,2153,0,50,0,47,0,0,1
6/18/21,Alpine,County,1117,0,89,0,0,1,2024,0,37,0,88,0,0,1
6/9/21,Sierra,County,3115,0,55,0,0,5,2927,0,58,0,55,0,0,1
6/22/21,Alpine,County,1117,0,89,0,0,2,2027,0,37,0,88,0,0,1
10/6/20,Sierra,County,3115,0,6,0,0,7,841,0,7,0,6,0,0,1
6/21/21,Alpine,County,1117,0,89,0,0,0,2025,0,37,0,88,0,0,1
1/25/21,Sierra,County,3115,1,46,0,0,15,1930,1,45,0,42,0,0,1
6/27/21,Alpine,County,1117,0,89,0,0,0,2034,0,37,0,89,0,0,1
4/14/21,Sierra,County,3115,0,53,0,0,7,2536,0,56,0,51,0,0,1
6/28/21,Alpine,County,1117,0,89,0,0,1,2035,0,37,0,89,0,0,1
10/20/20,Sierra,County,3115,0,6,0,0,4,940,0,7,0,6,0,0,1
7/8/21,Alpine,County,1117,0,89,0,0,1,2040,0,37,0,89,0,0,1
9/24/20,Sierra,County,3115,0,6,0,0,7,759,0,7,0,6,0,0,1
7/15/21,Alpine,County,1117,0,89,0,0,0,2045,0,37,0,89,0,0,1
6/22/21,Sierra,County,3115,0,60,0,0,5,3003,1,63,0,57,0,0,1
5/22/20,Alpine,County,1117,0,2,0,0,1,35,0,3,0,1,0,0,1
4/18/21,Sierra,County,3115,0,53,0,0,2,2549,0,56,0,51,0,0,1
5/21/20,Alpine,County,1117,0,2,0,0,2,34,0,3,0,1,0,0,1
8/18/20,Sierra,County,3115,0,6,0,0,2,558,0,4,0,6,0,0,1
5/23/20,Alpine,County,1117,0,2,0,0,0,35,0,3,0,1,0,0,1
6/14/21,Sierra,County,3115,0,57,0,0,14,2958,1,59,0,55,0,0,1
5/26/20,Alpine,County,1117,0,2,0,0,4,39,0,3,0,1,0,0,1
6/28/21,Sierra,County,3115,0,61,0,0,13,3041,0,64,0,58,0,0,1
5/27/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,1
5/27/20,Sierra,County,3115,0,1,0,0,4,53,0,0,0,1,0,0,1
5/25/20,Alpine,County,1117,0,2,0,0,0,35,0,3,0,1,0,0,1
9/4/20,Sierra,County,3115,0,6,0,0,6,636,0,5,0,6,0,0,1
5/30/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,1
10/21/20,Sierra,County,3115,0,6,0,0,15,955,0,7,0,6,0,0,1
5/31/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,1
5/26/20,Sierra,County,3115,0,1,0,0,6,49,0,0,0,1,0,0,1
6/1/20,Alpine,County,1117,0,2,0,0,0,39,0,3,0,1,0,0,1
8/20/20,Sierra,County,3115,0,6,0,0,4,579,0,4,0,6,0,0,1
6/2/20,Alpine,County,1117,0,2,0,0,1,40,0,3,0,1,0,0,1
9/3/20,Sierra,County,3115,0,6,0,0,4,630,0,5,0,6,0,0,1
6/3/20,Alpine,County,1117,0,2,0,0,0,40,0,3,0,1,0,0,1
8/26/20,Sierra,County,3115,0,6,0,0,7,600,0,4,0,6,0,0,1
6/9/20,Alpine,County,1117,0,2,0,0,4,153,0,3,0,1,0,0,1
5/30/20,Sierra,County,3115,0,1,0,0,1,55,0,0,0,1,0,0,1
7/2/20,Alpine,County,1117,0,2,0,0,40,253,0,3,0,1,0,0,1
7/31/20,Sierra,County,3115,0,3,0,0,2,481,0,1,0,1,0,0,1
7/5/20,Alpine,County,1117,0,2,0,0,0,253,0,3,0,1,0,0,1
7/1/21,Sierra,County,3115,0,61,0,0,4,3062,0,65,0,60,0,0,1
7/6/20,Alpine,County,1117,0,2,0,0,26,279,0,3,0,1,0,0,1
10/13/20,Sierra,County,3115,0,6,0,0,11,904,0,7,0,6,0,0,1
7/7/20,Alpine,County,1117,1,3,0,0,1,280,0,3,0,1,0,0,1
8/27/20,Sierra,County,3115,0,6,0,0,6,606,1,5,0,6,0,0,1
6/24/20,Alpine,County,1117,0,2,0,0,0,205,0,3,0,1,0,0,1
10/7/20,Sierra,County,3115,0,6,0,0,19,860,0,7,0,6,0,0,1
7/9/20,Alpine,County,1117,0,3,0,0,9,290,1,4,0,1,0,0,1
9/22/20,Sierra,County,3115,0,6,0,0,12,740,0,7,0,6,0,0,1
7/4/20,Alpine,County,1117,0,2,0,0,0,253,0,3,0,1,0,0,1
8/22/20,Sierra,County,3115,0,6,0,0,0,585,0,4,0,6,0,0,1
7/8/20,Alpine,County,1117,0,3,0,0,1,281,0,3,0,1,0,0,1
3/24/21,Sierra,County,3115,0,53,0,0,6,2388,0,55,0,50,0,0,1
7/24/20,Alpine,County,1117,0,3,0,0,0,371,0,4,0,2,0,0,1
9/10/20,Sierra,County,3115,0,6,0,0,4,668,0,7,0,6,0,0,1
7/25/20,Alpine,County,1117,0,3,0,0,0,371,0,4,0,2,0,0,1
9/23/20,Sierra,County,3115,0,6,0,0,12,752,0,7,0,6,0,0,1
7/26/20,Alpine,County,1117,0,3,0,0,0,371,0,4,0,2,0,0,1
10/27/20,Sierra,County,3115,0,6,0,0,9,983,0,7,0,6,0,0,1
7/27/20,Alpine,County,1117,0,3,0,0,2,373,0,4,0,2,0,0,1
8/21/20,Sierra,County,3115,0,6,0,0,6,585,0,4,0,6,0,0,1
7/29/20,Alpine,County,1117,0,3,0,0,1,376,0,4,0,2,0,0,1
9/1/20,Sierra,County,3115,0,6,0,0,4,614,0,5,0,6,0,0,1
7/30/20,Alpine,County,1117,0,3,0,0,24,400,0,4,0,2,0,0,1
8/31/20,Sierra,County,3115,0,6,0,0,3,610,0,5,0,6,0,0,1
8/1/20,Alpine,County,1117,0,3,0,0,1,402,0,4,0,2,0,0,1
3/17/21,Trinity,County,13354,0,321,0,3,5,7268,0,330,0,308,0,3,1
7/28/20,Alpine,County,1117,0,3,0,0,2,375,0,4,0,2,0,0,1
3/31/21,Sierra,County,3115,0,53,0,0,6,2439,0,55,0,50,0,0,1
8/18/20,Alpine,County,1117,0,3,0,0,1,485,0,4,0,2,0,0,1
5/10/21,Trinity,County,13354,0,331,0,3,13,7840,0,347,0,327,0,3,1
8/26/20,Alpine,County,1117,0,3,0,0,4,497,0,4,0,2,0,0,1
3/15/21,Trinity,County,13354,1,321,0,3,10,7253,1,329,0,308,0,3,1
8/29/20,Alpine,County,1117,0,3,0,0,0,522,0,4,0,2,0,0,1
10/28/20,Sierra,County,3115,0,6,0,0,23,1006,0,7,0,6,0,0,1
8/30/20,Alpine,County,1117,0,3,0,0,1,523,0,4,0,2,0,0,1
4/13/21,Sierra,County,3115,0,53,0,0,5,2529,0,56,0,51,0,0,1
8/17/20,Alpine,County,1117,0,3,0,0,21,484,0,4,0,2,0,0,1
8/31/20,Alpine,County,1117,0,3,0,0,14,537,0,4,0,2,0,0,1
9/2/20,Alpine,County,1117,0,3,0,0,2,541,0,4,0,2,0,0,1
9/3/20,Alpine,County,1117,0,3,0,0,33,574,0,4,0,2,0,0,1
9/4/20,Alpine,County,1117,0,3,0,0,0,574,0,4,0,2,0,0,1
9/16/20,Alpine,County,1117,0,3,0,0,0,584,0,4,0,2,0,0,1
9/17/20,Alpine,County,1117,0,3,0,0,0,584,0,4,0,2,0,0,1
9/15/20,Alpine,County,1117,0,3,0,0,3,584,0,4,0,2,0,0,1
9/14/20,Alpine,County,1117,0,3,0,0,1,581,0,4,0,2,0,0,1
9/28/20,Alpine,County,1117,0,4,0,0,19,655,0,4,0,2,0,0,1
9/29/20,Alpine,County,1117,0,4,0,0,6,661,0,4,0,2,0,0,1
9/30/20,Alpine,County,1117,0,4,0,0,5,666,0,4,0,2,0,0,1
10/1/20,Alpine,County,1117,0,4,0,0,23,689,0,4,0,2,0,0,1
10/2/20,Alpine,County,1117,0,4,0,0,1,690,0,4,0,2,0,0,1
10/7/20,Alpine,County,1117,0,4,0,0,4,697,0,4,0,3,0,0,1
10/6/20,Alpine,County,1117,0,4,0,0,1,693,0,4,1,3,0,0,1
10/8/20,Alpine,County,1117,0,4,0,0,29,726,0,4,0,3,0,0,1
10/14/20,Alpine,County,1117,0,4,0,0,37,787,0,4,0,3,0,0,1
10/15/20,Alpine,County,1117,0,4,0,0,2,789,0,4,0,3,0,0,1
10/16/20,Alpine,County,1117,0,4,0,0,2,791,0,4,0,3,0,0,1
10/17/20,Alpine,County,1117,0,4,0,0,0,791,0,4,0,3,0,0,1
10/18/20,Alpine,County,1117,0,4,0,0,0,791,0,4,0,3,0,0,1
10/19/20,Alpine,County,1117,0,4,0,0,1,792,0,4,0,3,0,0,1
10/21/20,Alpine,County,1117,0,4,0,0,5,799,0,4,0,3,0,0,1
10/20/20,Alpine,County,1117,0,4,0,0,2,794,0,4,0,3,0,0,1
10/28/20,Alpine,County,1117,0,7,0,0,7,841,0,4,1,4,0,0,1
10/29/20,Alpine,County,1117,1,8,0,0,36,877,1,5,0,4,0,0,1
10/30/20,Alpine,County,1117,3,11,0,0,0,877,0,5,0,4,0,0,1
10/31/20,Alpine,County,1117,0,11,0,0,0,877,0,5,0,4,0,0,1
11/18/20,Alpine,County,1117,2,43,0,0,23,1073,2,21,4,16,0,0,1
11/19/20,Alpine,County,1117,1,44,0,0,28,1101,2,23,4,20,0,0,1
12/2/20,Alpine,County,1117,0,57,0,0,6,1176,0,26,11,52,0,0,1
12/3/20,Alpine,County,1117,1,58,0,0,2,1178,0,26,1,53,0,0,1
5/13/20,Modoc,County,9475,0,0,0,0,4,150,0,0,0,0,0,0,1
5/15/20,Modoc,County,9475,0,0,0,0,8,162,0,0,0,0,0,0,1
5/17/20,Modoc,County,9475,0,0,0,0,1,165,0,0,0,0,0,0,1
5/16/20,Modoc,County,9475,0,0,0,0,2,164,0,0,0,0,0,0,1
5/18/20,Modoc,County,9475,0,0,0,0,2,167,0,0,0,0,0,0,1
5/20/20,Modoc,County,9475,0,0,0,0,6,179,0,0,0,0,0,0,1
12/10/20,Alpine,County,1117,0,66,0,0,34,1294,0,27,5,63,0,0,1
10/13/20,Modoc,County,9475,0,29,0,0,7,2229,0,17,1,28,0,0,1
10/19/20,Modoc,County,9475,1,31,0,0,7,2279,1,18,0,26,0,0,1
1/26/21,Modoc,County,9475,1,302,0,4,43,4205,0,132,3,291,0,0,1
2/16/21,Modoc,County,9475,0,331,0,4,37,4780,0,153,0,326,0,3,1
1/11/21,Alpine,County,1117,0,74,0,0,8,1543,0,30,0,70,0,0,1
3/26/21,Modoc,County,9475,0,350,0,4,3,5408,0,162,1,344,0,3,1
6/4/21,Modoc,County,9475,1,380,0,4,2,5845,0,179,-1,375,0,3,1
6/5/21,Modoc,County,9475,2,382,0,4,2,5847,0,179,0,375,0,3,1
6/9/21,Modoc,County,9475,5,388,0,4,6,5874,1,181,0,377,0,3,1
6/12/21,Modoc,County,9475,0,391,0,4,3,5891,0,181,0,382,0,3,1
6/29/21,Modoc,County,9475,0,410,0,5,6,6064,0,189,-3,408,0,3,1
7/1/21,Modoc,County,9475,0,411,0,5,4,6078,0,190,0,410,0,4,1
7/7/21,Modoc,County,9475,0,412,0,5,8,6096,0,190,-1,410,0,4,1
7/8/21,Modoc,County,9475,0,412,0,5,15,6111,0,190,0,410,0,4,1
7/12/21,Modoc,County,9475,0,412,0,5,4,6117,0,190,0,411,0,4,1
1/12/21,Alpine,County,1117,0,74,0,0,8,1551,0,30,1,71,0,0,1
1/13/21,Alpine,County,1117,0,74,0,0,19,1570,0,30,0,71,0,0,1
1/14/21,Alpine,County,1117,0,74,0,0,23,1593,0,30,0,71,0,0,1
3/15/21,Mono,County,13961,6,1216,0,3,123,15206,5,1356,0,1206,0,3,1
3/17/21,Mono,County,13961,1,1218,0,3,100,15378,5,1363,5,1212,0,3,1
1/23/21,Alpine,County,1117,0,74,0,0,0,1639,0,30,1,72,0,0,1
2/3/21,Alpine,County,1117,0,74,0,0,11,1679,0,30,0,72,0,0,1
1/31/21,Alpine,County,1117,0,74,0,0,0,1663,0,30,0,72,0,0,1
2/1/21,Alpine,County,1117,0,74,0,0,3,1666,0,30,0,72,0,0,1
1/26/21,Alpine,County,1117,0,74,0,0,7,1650,0,30,0,72,0,0,1
2/14/21,Alpine,County,1117,0,79,0,0,0,1729,0,32,0,76,0,0,1
2/19/21,Alpine,County,1117,0,79,0,0,2,1761,0,32,0,77,0,0,1
2/27/21,Alpine,County,1117,0,81,0,0,2,1796,0,32,0,77,0,0,1
3/5/21,Alpine,County,1117,0,83,0,0,4,1815,0,33,0,78,0,0,1
4/6/21,Alpine,County,1117,0,86,0,0,5,1892,0,35,0,85,0,0,1
4/7/21,Alpine,County,1117,0,86,0,0,0,1892,0,35,0,85,0,0,1
4/13/21,Alpine,County,1117,0,86,0,0,10,1913,0,35,0,85,0,0,1
4/14/21,Alpine,County,1117,0,86,0,0,3,1916,0,35,0,85,0,0,1
4/18/21,Alpine,County,1117,0,86,0,0,8,1930,0,35,0,85,0,0,1
5/10/21,Alpine,County,1117,0,88,0,0,0,1977,0,37,0,88,0,0,1
5/11/21,Alpine,County,1117,0,88,0,0,3,1980,0,37,0,88,0,0,1
5/19/21,Alpine,County,1117,0,88,0,0,0,1987,0,37,0,88,0,0,1
5/20/21,Alpine,County,1117,0,88,0,0,1,1988,0,37,0,88,0,0,1
6/11/21,Trinity,County,13354,0,335,0,3,9,8172,0,352,0,331,0,3,10
5/22/20,Plumas,County,18997,0,4,0,0,8,616,0,4,0,4,0,0,10
3/6/21,Sierra,County,3115,0,49,0,0,2,2261,0,51,0,48,0,0,10
5/23/20,Plumas,County,18997,0,4,0,0,0,616,0,4,0,4,0,0,10
4/19/21,Trinity,County,13354,0,331,0,3,27,7633,0,347,0,326,0,3,10
5/24/20,Plumas,County,18997,0,4,0,0,2,618,0,4,0,4,0,0,10
3/31/21,Trinity,County,13354,0,327,0,3,13,7419,1,340,3,319,0,3,10
5/30/20,Plumas,County,18997,0,4,0,0,2,709,0,4,0,4,0,0,10
5/13/21,Unknown,County,,0,10,0,0,1,238,0,10,-4,48,0,0,10
6/9/20,Plumas,County,18997,0,5,0,0,54,879,0,4,0,4,0,0,10
6/15/21,Trinity,County,13354,0,336,0,3,10,8205,0,352,0,332,0,3,10
7/11/20,Plumas,County,18997,2,21,0,0,7,1851,1,19,0,12,0,0,10
4/18/21,Trinity,County,13354,0,331,0,3,6,7606,0,347,0,326,0,3,10
9/3/20,Plumas,County,18997,0,44,0,0,21,3149,0,41,0,39,0,0,10
2/25/21,Trinity,County,13354,0,316,0,3,23,7000,0,321,3,297,0,3,10
6/14/21,Plumas,County,18997,1,701,0,4,46,23283,1,674,0,696,0,4,10
7/12/21,Trinity,County,13354,0,341,0,3,9,8442,0,363,0,340,0,3,10
5/7/20,Amador,County,38531,0,9,0,0,13,567,0,9,0,8,0,0,10
5/8/21,Sierra,County,3115,0,54,0,0,2,2710,0,57,0,54,0,0,10
5/12/20,Amador,County,38531,0,10,0,0,23,658,0,11,0,8,0,0,10
4/15/21,Trinity,County,13354,0,331,0,3,14,7583,0,346,0,326,0,3,10
5/28/20,Mariposa,County,17795,0,16,0,0,24,1114,0,15,0,16,0,1,10
